X1,X2,Y
-1.0,-0.2160804020100502,0
-0.9899497487437185,0.7989949748743719,1
-0.9798994974874372,-0.22613065326633164,0
-0.9698492462311558,-0.949748743718593,0
-0.9597989949748744,-0.8592964824120604,0
-0.949748743718593,0.6582914572864322,1
-0.9396984924623115,0.2864321608040201,1
-0.9296482412060302,-0.8793969849246231,0
-0.9195979899497487,-0.7085427135678393,0
-0.9095477386934674,-0.37688442211055273,0
-0.8994974874371859,0.7587939698492463,1
-0.8894472361809045,0.9597989949748744,1
-0.8793969849246231,0.6281407035175879,1
-0.8693467336683417,0.7185929648241207,1
-0.8592964824120604,0.7688442211055277,1
-0.8492462311557789,0.8090452261306533,1
-0.8391959798994975,0.8492462311557789,1
-0.8291457286432161,-0.8190954773869347,0
-0.8190954773869347,0.12562814070351758,1
-0.8090452261306533,0.4974874371859297,1
-0.7989949748743719,0.025125628140703515,1
-0.7889447236180904,-0.2562814070351759,0
-0.778894472361809,0.13567839195979903,1
-0.7688442211055276,-0.7487437185929648,0
-0.7587939698492463,-0.13567839195979903,0
-0.7487437185929648,0.6381909547738693,1
-0.7386934673366834,0.20603015075376896,1
-0.728643216080402,0.7085427135678393,1
-0.7185929648241206,0.09547738693467345,1
-0.7085427135678393,0.5778894472361809,1
-0.6984924623115578,0.24623115577889454,1
-0.6884422110552764,-0.8693467336683417,0
-0.6783919597989949,0.9798994974874373,1
-0.6683417085427136,0.085427135678392,1
-0.6582914572864322,-0.7587939698492463,0
-0.6482412060301508,-0.3668341708542714,0
-0.6381909547738693,0.8693467336683418,1
-0.6281407035175879,-0.457286432160804,0
-0.6180904522613065,-0.3969849246231155,0
-0.6080402010050251,0.7889447236180904,1
-0.5979899497487438,0.5979899497487438,1
-0.5879396984924623,-0.8894472361809045,0
-0.5778894472361809,0.8994974874371859,1
-0.5678391959798995,0.6884422110552764,1
-0.5577889447236181,-0.6281407035175879,0
-0.5477386934673367,-0.5376884422110553,0
-0.5376884422110553,0.46733668341708534,1
-0.5276381909547738,-0.27638190954773867,0
-0.5175879396984925,0.4572864321608041,1
-0.507537688442211,-0.4974874371859297,0
-0.4974874371859297,-0.7185929648241206,0
-0.48743718592964824,0.2160804020100502,1
-0.4773869346733668,0.11557788944723613,1
-0.46733668341708545,-1.0,0
-0.457286432160804,0.5075376884422111,1
-0.44723618090452255,-0.6381909547738693,0
-0.4371859296482412,0.5879396984924623,1
-0.42713567839195976,0.8592964824120604,1
-0.4170854271356784,0.42713567839195976,1
-0.40703517587939697,0.5477386934673367,1
-0.3969849246231155,0.39698492462311563,1
-0.3869346733668342,-0.2361809045226131,0
-0.37688442211055273,-0.6783919597989949,0
-0.3668341708542714,-0.2864321608040201,0
-0.35678391959798994,-0.6582914572864322,0
-0.3467336683417085,0.4170854271356783,1
-0.33668341708542715,-0.20603015075376885,0
-0.3266331658291457,0.256281407035176,1
-0.31658291457286436,-0.11557788944723613,0
-0.3065326633165829,-0.5175879396984925,0
-0.29648241206030146,0.15577889447236193,1
-0.2864321608040201,0.6683417085427137,1
-0.27638190954773867,0.3869346733668342,1
-0.26633165829145733,-0.5879396984924623,0
-0.2562814070351759,-0.6884422110552764,0
-0.24623115577889443,-0.6180904522613065,0
-0.2361809045226131,-0.8090452261306533,0
-0.22613065326633164,0.29648241206030157,1
-0.2160804020100502,0.5577889447236182,1
-0.20603015075376885,0.3467336683417086,1
-0.1959798994974874,-0.16582914572864316,0
-0.18592964824120606,-0.8391959798994975,0
-0.1758793969849246,0.306532663316583,1
-0.16582914572864316,-0.5477386934673367,0
-0.15577889447236182,-0.31658291457286436,0
-0.14572864321608037,0.3668341708542713,1
-0.13567839195979903,0.728643216080402,1
-0.12562814070351758,0.4773869346733668,1
-0.11557788944723613,-0.3266331658291457,0
-0.10552763819095479,0.22613065326633164,1
-0.09547738693467334,-0.025125628140703515,0
-0.085427135678392,-0.5979899497487438,0
-0.07537688442211055,0.5678391959798996,1
-0.0653266331658291,-0.5276381909547738,0
-0.055276381909547756,-0.778894472361809,0
-0.045226130653266305,0.4371859296482412,1
-0.035175879396984966,0.6482412060301508,1
-0.025125628140703515,0.035175879396984966,1
-0.015075376884422065,-0.12562814070351758,0
-0.005025125628140725,-0.6683417085427136,0
0.005025125628140614,-0.4773869346733668,1
0.015075376884422065,-0.0653266331658291,1
0.025125628140703515,0.9698492462311559,0
0.035175879396984966,-0.9698492462311558,1
0.045226130653266416,0.2663316582914572,0
0.055276381909547645,0.2361809045226131,0
0.0653266331658291,-0.055276381909547756,1
0.07537688442211055,-0.9396984924623115,1
0.085427135678392,-0.33668341708542715,1
0.09547738693467345,-0.507537688442211,1
0.1055276381909549,-0.8994974874371859,1
0.11557788944723613,0.829145728643216,0
0.12562814070351758,0.778894472361809,0
0.13567839195979903,-0.5778894472361809,1
0.14572864321608048,0.045226130653266416,0
0.15577889447236193,0.7487437185929648,0
0.16582914572864316,1.0,0
0.1758793969849246,-0.1959798994974874,1
0.18592964824120606,-0.005025125628140725,1
0.1959798994974875,0.1959798994974875,0
0.20603015075376896,-0.09547738693467334,1
0.2160804020100502,-0.9095477386934674,1
0.22613065326633164,0.1758793969849246,0
0.2361809045226131,0.5376884422110553,0
0.24623115577889454,-0.4371859296482412,1
0.256281407035176,0.31658291457286425,0
0.2663316582914572,0.9396984924623115,0
0.27638190954773867,-0.9798994974874372,1
0.2864321608040201,-0.7889447236180904,1
0.29648241206030157,-0.7688442211055276,1
0.306532663316583,0.14572864321608048,0
0.31658291457286425,-0.44723618090452255,1
0.3266331658291457,-0.6482412060301508,1
0.33668341708542715,-0.48743718592964824,1
0.3467336683417086,-0.9597989949748744,1
0.35678391959799005,0.015075376884422065,0
0.3668341708542713,0.3266331658291457,0
0.37688442211055273,0.44723618090452266,0
0.3869346733668342,-0.728643216080402,1
0.39698492462311563,-0.42713567839195976,1
0.4070351758793971,0.5175879396984926,0
0.4170854271356783,0.055276381909547645,0
0.42713567839195976,-0.9899497487437185,1
0.4371859296482412,-0.46733668341708545,1
0.44723618090452266,0.9195979899497488,0
0.4572864321608041,0.1055276381909549,0
0.46733668341708534,-0.045226130653266305,1
0.4773869346733668,-0.14572864321608037,1
0.48743718592964824,0.27638190954773867,0
0.4974874371859297,0.005025125628140614,0
0.5075376884422111,0.6080402010050252,0
